codigo_cuoc_2022;denominacion_cuoc_2022
33391.009;Agente promotor artístico
33391.010;Agente teatral
33391.011;Agregador digital
33391.012;Bookers
33391.013;Cineclubista
33391.014;Distribuidor de contenidos audiovisuales
33391.015;Editor publisher
33391.016;Gestor cultural
33391.017;Gestor cultural de la danza
33391.018;Gestor cultural de museo
33391.019;Manager
33391.020;Personal manager
33391.021;Promotor artístico musical
33391.022;Promotor cultural
33391.023;Promotor de deportes
33391.024;Promotor de espectáculos públicos
33391.025;Promotor de eventos musicales
33391.026;Promotor deportivo
33391.027;Representante artístico
33391.028;Representante casting
33391.029;Representante musical
33391.030;Song-plugger
33391.031;Tour manager
33392;Asistentes de mercadeo, publicidad y comunicaciones
33392.001;Agente de publicidad
33392.002;Agente de ventas y publicidad
33392.003;Asistente de comunicación
33392.004;Asistente de comunicación y redes sociales
33392.005;Asistente de marketing
33392.006;Asistente de marketing y comunicación
33392.007;Asistente de marketing y ventas
33392.008;Asistente de mercadeo
33392.009;Asistente de mercadeo y publicidad
33392.010;Asistente de mercadeo y ventas
33392.011;Asistente de promoción de ventas
33392.012;Asistente de publicidad
33392.013;Representante de ventas de publicidad
33392.014;Vendedor de publicidad
33392.015;Vendedor de servicios comerciales
33392.016;Asistente de trade marketing
33393;Auxiliares de promoción artística
33393.001;Agregador de contenidos audiovisuales
33393.002;Auxiliar de gestión artística
33393.003;Auxiliar de promoción artística
33399;Agentes de servicios comerciales no clasificados en otras ocupaciones
33399.001;Agente de alquiler
33399.002;Agente de derechos y propiedad intelectual
33399.003;Agente de marcas
33399.004;Agente de marcas y patentes
33399.005;Agente de patente
33399.006;Operador turístico
33399.007;Organizador de viajes
33399.008;Representante de servicios a las empresas
33399.009;Subastador
334;Secretarios administrativos y especializados
3341;Supervisores de oficina
33411;Supervisores administrativos
33411.001;Administrador de oficina
33411.002;Coordinador administrativo
33411.003;Coordinador de administración o gestión de oficina
33411.004;Coordinador de archivística
33411.005;Coordinador de archivo
33411.006;Coordinador de contratación
33411.007;Coordinador de gestión humana
33411.008;Coordinador de nómina
33411.009;Coordinador de oficina
33411.010;Coordinador de personal
33411.011;Coordinador de selección
33411.012;Coordinador de selección y contratación
33411.013;Coordinador de servicios administrativos
33411.014;Supervisor administrativo
33411.015;Supervisor de archivo
33411.016;Supervisor de empleados de apoyo administrativo
33411.017;Supervisor de empleados de personal
33411.018;Supervisor de mecanógrafos
33411.019;Supervisor de mesa de juego
33411.020;Supervisor de oficina
33411.021;Supervisor de oficina de muelle
33411.022;Supervisor de oficina ferry
33411.023;Supervisor de personal administrativo
33411.024;Supervisor de pizarra de hipódromo
33411.025;Supervisor de procesamiento de textos
33411.026;Supervisor de procesos administrativos
33411.027;Supervisor de proyectos productivos
33411.028;Supervisor de secretarios de presentación
33411.029;Supervisor empresarial
33411.030;Supervisor servicios administrativos
33412;Supervisores de entidades financieras
33412.001;Coordinador cuentas por cobrar
33412.002;Coordinador de cobranzas
33412.003;Coordinador de cuentas corrientes
33412.004;Coordinador recaudos
33412.005;Jefe ahorros
33412.006;Jefe captaciones
33412.007;Jefe cartera
33412.008;Jefe cuentas corrientes
33412.009;Jefe cuentas por cobrar
33412.010;Jefe recaudos
33412.011;Supervisor de análisis de cuentas
33412.012;Supervisor de caja
33412.013;Supervisor de cobranzas
33412.014;Supervisor de crédito y cartera
33412.015;Supervisor de cuentas corrientes
33412.016;Supervisor de cuentas por cobrar
33412.017;Supervisor de empleados de seguros y finanzas
33412.018;Supervisor de recaudos
33412.019;Supervisor empleados banca
33412.020;Supervisor servicio cajeros automáticos
33413;Supervisores y coordinadores de procesos de negocio, empleados de información y servicio al cliente
33413.001;Coordinador de call center
33413.002;Coordinador de centro de llamadas
33413.003;Coordinador de contact center
33413.004;Coordinador de encuestadores
33413.005;Coordinador de equipo de centro de llamadas
33413.006;Coordinador de procesos de negocio
33413.007;Coordinador de servicio al cliente
33413.008;Coordinador información estadística
33413.009;Jefe de mesa de servicios (help desk)
33413.010;Líder de equipo de centro de contacto
33413.011;Líder de operación de procesos de negocios
33413.012;Planificador de fuerza de trabajo centro de contacto
33413.013;Planificador de fuerza de trabajo centro de llamadas
33413.014;Supervisor de call center
33413.015;Supervisor de centro de contacto
33413.016;Supervisor de centro de llamadas
33413.017;Supervisor de contact center
33413.018;Supervisor de empleados de información
33413.019;Supervisor de entrada de datos
33413.020;Supervisor de equipo centro de contacto
33413.021;Supervisor de operaciones de negocio
33413.022;Supervisor de operadores de conmutador
33413.023;Supervisor inbound
33413.024;Supervisor outbound
33414;Supervisores de empleados de correo y mensajería
33414.001;Jefe cuenta mensajería
33414.002;Supervisor de carteros
33414.003;Supervisor de correos
33414.004;Supervisor de empleados de correo y mensajería
33414.005;Supervisor de servicio de encomiendas
33414.006;Supervisor de servicios de correo
33415;Supervisores de almacenamiento, inventario y distribución
33415.001;Coordinador de almacenamiento, inventario y distribución
33415.002;Coordinador de bodega
33415.003;Coordinador de distribución
33415.004;Coordinador de rampa
33415.005;Coordinador de recepción de mercancías
33415.006;Jefe despachos
33415.007;Supervisor control de tráfico de mercancía
33415.008;Supervisor de abarrotes
33415.009;Supervisor de almacenamiento
33415.010;Supervisor de control de inventarios
33415.011;Supervisor de despachos
33415.012;Supervisor de distribución
33415.013;Supervisor de embarcadero
33415.014;Supervisor de programadores de rutas y tripulaciones
33415.015;Supervisor logística
33415.016;Supervisor servicio de rampa aeropuerto
33416;Supervisores de operación de transporte ferroviario
33416.001;Capataz de cuadrilla ferroviaria
33416.002;Jefe de estación ferroviaria
33416.003;Jefe de movimiento de trenes
33416.004;Jefe de patio de estación ferroviaria
33416.005;Jefe de patio de ferrocarril
33416.006;Jefe de vías de trenes de carga
33416.007;Jefe supervisor de estación ferroviaria
33416.008;Supervisor de movimiento de trenes
33416.009;Supervisor de operaciones de transporte ferroviario
33416.010;Supervisor de patio de estación ferroviaria
33417;Supervisores de operación de transporte terrestre (no ferroviario)
33417.001;Inspector de rutas de transporte urbano
33417.002;Jefe de rodamiento
33417.003;Jefe de transporte terrestre
33417.004;Supervisor de operaciones de transporte terrestre
33417.005;Supervisor de rodamiento
33417.006;Supervisor de rutas
33417.007;Supervisor de rutas de transporte urbano
33417.008;Supervisor de sistema de transporte urbano
33417.009;Supervisor de transporte terrestre
3342;Secretarios jurídicos
33420;Secretarios jurídicos
33420.001;Administrador de práctica legal
33420.002;Asistente administrativo legal
33420.003;Asistente ejecutivo legal
33420.004;Citador
33420.005;Citador sustanciador
33420.006;Coordinador de la práctica jurídica
33420.007;Estenógrafo judicial
33420.008;Secretario de litigios
33420.009;Secretario de traspaso
33420.010;Secretario jurídico
33420.011;Secretario legal
33420.012;Supervisor de administración legal
33420.013;Taquígrafo judicial
33420.014;Taquígrafo legal
3343;Secretarios y asistentes administrativos y ejecutivos
33431;Asistentes administrativos
33431.001;Asistente administrativo
33431.002;Asistente bilingüe
33431.003;Asistente de correspondencia
33431.004;Asistente de gerencia
33431.005;Asistente de gerencia administrativa
33431.006;Asistente de planeación administrativa
33431.007;Asistente de proyecto
33431.008;Asistente ejecutivo
33431.009;Asistente ejecutivo administrativo
33431.010;Gestor administrativo
33431.011;Relator administrativo de actas
33431.012;Secretario administrativo
33431.013;Secretario bilingüe
33431.014;Secretario de comité
33431.015;Secretario de gerencia
33431.016;Secretario ejecutivo
33432;Asistentes de talento humano
33432.001;Asistente de capacitación
33432.002;Asistente de nómina y prestaciones
33432.003;Asistente de personal
33432.004;Asistente de personal y selección
33432.005;Asistente de reclutamiento y selección
33432.006;Asistente de recursos humanos
33432.007;Asistente de selección de personal
33432.008;Asistente de talento humano
33432.009;Asistente gestión humana
33433;Técnicos en archivística
33433.001;Auxiliar en conservación y restauración de patrimonio mueble documental
33433.002;Auxiliar en conservación y restauración de patrimonio mueble en archivo
33433.003;Técnico en administración documental
33433.004;Técnico en archivística
33433.005;Técnico en archivos
33433.006;Técnico en gestión documental
33433.007;Técnico en organización de archivos
33433.008;Tecnólogo en administración documental
33433.009;Tecnólogo en archivística
33433.010;Tecnólogo en gestión documental
3344;Secretarios médicos
33440;Secretarios médicos
33440.001;Asistente administrativo de cirugía
33440.002;Asistente administrativo de consultorio médico
33440.003;Coordinador de práctica médica
33440.004;Encargado administrativo de pabellón de hospital
33440.005;Encargado de facturación del seguro médico
33440.006;Secretario auxiliar de cirugía
33440.007;Secretario auxiliar médico
33440.008;Secretario de admisiones
33440.009;Secretario de atención al paciente
33440.010;Secretario de facturación de seguro médico
33440.011;Secretario de laboratorio médico
33440.012;Secretario de médico
33440.013;Secretario de patología
33440.014;Secretario de sala de hospitalización
33440.015;Secretario dental
33440.016;Taquígrafo médico
33440.017;Transcriptor médico
335;Agentes de gobierno y profesionales del nivel medio para la aplicación de regulaciones
3351;Inspectores de aduana y fronteras
33510;Inspectores de aduana y fronteras
33510.001;Aduanero
33510.002;Aforador aduana
33510.003;Agente aduanero
33510.004;Agente de aduana
33510.005;Agente de control de pasaportes
33510.006;Agente de inmigración
33510.007;Funcionario de inmigración
33510.008;Guardia de frontera
33510.009;Inspector de aduana
33510.010;Inspector de fronteras
33510.011;Inspector de inmigración
33510.012;Inspector de pasaportes
33510.013;Inspector de policía de fronteras
33510.014;Oficial de comprobación de pasaporte
33510.015;Oficial de inmigración
3352;Agentes de administración tributaria
33520;Agentes de administración tributaria
33520.001;Agente fiscal de aranceles
33520.002;Examinador de impuestos
33520.003;Funcionario de administración tributaria
33520.004;Funcionario de recaudo impuestos
33520.005;Funcionario del fisco
33520.006;Inspector de hacienda
33520.007;Inspector de impuestos
33520.008;Inspector fiscal
33520.009;Inspector tributario
33520.010;Liquidador y revisor de impuestos
33520.011;Oficial de impuestos
33520.012;Oficial de impuestos especiales
33520.013;Recaudador de impuestos
33520.014;Recaudador de impuestos nacionales
3353;Funcionarios e inspectores de servicios de seguridad social
33530;Funcionarios e inspectores de servicios de seguridad social
33530.001;Funcionario de beneficios sociales
33530.002;Funcionario de derecho a prestaciones sociales
33530.003;Funcionario de pensiones
33530.004;Funcionario de prestaciones de desempleo
33530.005;Funcionario de prestaciones sociales
33530.006;Funcionario de seguridad social y reclamaciones
33530.007;Funcionario de tramitación de solicitudes a la seguridad social
33530.008;Inspector de higiene y seguridad
33530.009;Inspector de pensiones
33530.011;Inspector de seguridad social
33530.012;Inspector de trabajo
3354;Funcionarios e inspectores gubernamentales de expedición de licencias
33540;Funcionarios e inspectores gubernamentales de expedición de licencias
33540.001;Asistente de licencias
33540.002;Curador urbanístico
33540.003;Funcionario de expedición de licencias de apertura de empresas
33540.004;Funcionario de expedición de licencias de importación
33540.005;Funcionario de expedición de pasaportes
33540.006;Funcionario de expedición licencias de exportación
33540.007;Funcionario de licencias
33540.008;Funcionario de licencias de construcción
33540.009;Funcionario de licencias o permisos
33540.010;Funcionario de permiso de licencia comercial
33540.011;Funcionario de permisos de construcción
33540.012;Inspector de licencias
3355;Inspectores de policía, detectives e investigadores criminalísticos
33551;Inspectores y detectives de policía
33551.001;Agente de investigación de policía
33551.002;Agente detective
33551.003;Comisario inspector de policía
